title,director,actors,country,release_year,rating,duration,year_added,month_added,day_added,genres,budget,color
The Adderall Diaries,Pamela Romanowsky,35,United,2015,13,87,2018,7,15,Dramas,2400000,Color
The Adventure Club,Geoff Anderson,27,Canada,2016,20,88,2017,5,10,Children,2400000,Color
The Adventures of Sharkboy and Lavagirl,Robert Rodriguez,20,United,2005,9,93,2020,12,2,Children,,Color
The Adventures of Tintin,Steven Spielberg,16,United,2011,4,107,2019,11,20,Children,2500000,Color
The Aerial,Esteban Sapir,10,Argentina,2007,2,99,2018,4,1,Dramas,1500000,Color
The African Doctor,Julien Rambaldi,12,France,2016,49,94,2016,10,28,Comedies,2500000,Color
The After Party,Ian Edelman,27,United,2018,15,90,2018,8,24,Comedies,2361000,Color
The Age of Shadows,Jee-woon Kim,29,South,2016,17,140,2018,1,1,Action,2450000,Color
The Amazing Praybeyt Benjamin,Wenn V. Deramas,20,Philippines,2014,19,105,2019,3,21,Action,,Color
The American Game,Mostafa Abu Seif,38,,2019,15,91,2020,10,1,Comedies,2295429,Color
The American Meme,Bert Marcus,27,United,2018,16,98,2018,12,7,Documentaries,,Color
The American President,Rob Reiner,23,United,1995,40,113,2021,1,1,Comedies,,Color
The Amityville Horror,Andrew Douglas,48,United,2005,32,89,2020,1,1,Horror,2300000,Color
The Angel,Ariel Vromen,37,Israel,2018,45,114,2018,9,14,Dramas,2280000,Color
The Angry Birds Movie 2,"Thurop Van Orman, John Rice",39,Finland,2019,16,97,2020,2,27,Children,1800000,Color
The Animal People,"Denis Hennelly, Casey Suchan",11,United,2019,43,97,2020,3,11,Documentaries,2500000,Color
The Ant's Scream,Sameh Abdulaziz,28,Egypt,2010,42,108,2019,6,13,Comedies,4000000,Color
The Apostate,Federico Veiroj,51,Spain,2015,6,80,2017,5,10,Comedies,2200000,Color
The App,Elisa Fuksas,50,Italy,2019,46,79,2019,12,26,Dramas,2200000,Color
The App That Stole Christmas,Monica Floyd,32,United,2020,2,64,2020,11,20,Children,2300000,Color
The Arbitration,Niyi Akinmolayan,36,Nigeria,2016,16,101,2020,2,26,Dramas,2200000,Color
The Art of Loving,Maria Sadowska,29,Poland,2017,5,115,2018,3,15,Dramas,2160000, Black and White
The Art of the Steal,Jonathan Sobol,39,Canada,2013,36,90,2018,12,8,Action,,Color
The Art of War,Christian Duguay,27,United,2000,17,117,2020,7,1,Action,1200000,Color
The Artist,Michel Hazanavicius,58,France,2011,4,101,2020,4,25,Comedies,2400000,Color
The Assignment,Walter Hill,34,France,2016,1,95,2020,3,15,Action,2500000,Color
The Autopsy of Jane Doe,André Øvredal,58,United,2016,14,86,2018,12,30,Horror,2100000, Black and White
The Awakening of Motti Wolkenbruch,Michael Steiner,37,Switzerland,2018,48,94,2019,10,25,Comedies,,Color
The B-Side: Elsa Dorfman's Portrait Photography,Errol Morris,47,United,2016,43,76,2017,10,31,Documentaries,15500000,Color
The Babysitter,McG,39,United,2017,14,85,2017,10,13,Comedies,2100000,Color
The Babysitter: Killer Queen,McG,36,United,2020,40,102,2020,9,10,Comedies,1500000,Color
The Bachelors,Kurt Voelker,28,United,2017,41,100,2018,2,21,Dramas,2100000,Color
The Bad Batch,Ana Lily Amirpour,37,United,2016,47,119,2017,9,22,Dramas,2100000,Color
The Bad Education Movie,Elliot Hegarty,43,United,2015,5,87,2018,12,15,Comedies,,Color
The Bad Kids,"Keith Fulton, Louis Pepe",57,United,2016,9,101,2017,4,1,Documentaries,2100000,Color
The Ballad of Buster Scruggs,"Joel Coen, Ethan Coen",42,United,2018,13,133,2018,11,16,Comedies,2000000,Color
The Ballad of Lefty Brown,Jared Moshé,32,United,2017,16,112,2020,2,7,Dramas,2300000,Color
The Bar,Álex de la Iglesia,42,Spain,2017,4,102,2017,9,24,Comedies,,Color
The Bare-Footed Kid,Johnnie To,33,Hong,1993,12,83,2018,8,16,Action,2000000,Color
The Basement,"Brian M. Conley, Nathan Ives",26,United,2018,8,89,2019,4,9,Horror,2000000,Color
The Battered Bastards of Baseball,"Chapman Way, Maclain Way",43,United,2014,16,80,2014,7,11,Documentaries,2000000, Black and White
The Battle of Midway,John Ford,30,United,1942,12,18,2017,3,31,Classic,2000000, Black and White
The Beach Loafer,Ali Ragab,49,Egypt,2004,9,112,2020,5,19,Comedies,2000000, Black and White
The Beast,Ludovico Di Martino,47,Italy,2020,38,100,2020,11,27,Action,2000000,Color
The Beast Stalker,Dante Lam,39,Hong,2008,3,110,2019,7,21,Action,2000000, Black and White
The Beginning of Life,Estela Renner,44,,2016,16,96,2020,11,3,Documentaries,2000000,Color
The Beginning of Life 2: Outside,Renata Terra,20,Brazil,2020,15,92,2020,11,13,Documentaries,2000000,Color
The Best of Rafał Rutkowski Olka Szczęśniak,,13,,2016,48,63,2016,9,19,Stand-Up,2000000,Color
The Bill Murray Stories: Life Lessons Learned From a Mythical Man,Tommy Avallone,54,United,2018,48,72,2018,12,31,Documentaries,2000000,Color
The Binding,Domenico de Feudis,59,Italy,2020,11,93,2020,10,2,Horror,2000000, Black and White
The Birth Reborn,Eduardo Chauvet,17,,2018,20,91,2018,10,1,Documentaries,1614000, Black and White
The Birth Reborn 3,Eduardo Chauvet,14,,2018,1,73,2018,12,28,Documentaries,9500000,Color
The Bittersweet,D Ho,17,China,2017,2,98,2017,11,1,Action,2000000,Color
The Black Godfather,Reginald Hudlin,30,United,2019,7,118,2019,6,7,Documentaries,,Color
The Black Prince,Kavi Raz,49,United,2017,48,121,2018,10,3,Dramas,2700000,Color
The Black Room,Rolfe Kanefsky,49,United,2016,10,95,2017,8,7,Horror,2000000,Color
The Blackcoat's Daughter,Osgood Perkins,31,Canada,2015,20,95,2019,5,18,Horror,1500000,Color
The Blazing Sun,Youssef Chahine,50,Egypt,1954,2,116,2020,6,18,Classic,2000000, Black and White
The Bleeder,Philippe Falardeau,10,United,2016,10,98,2019,3,29,Dramas,2000000,Color
The Bleeding Edge,Kirby Dick,13,Australia,2018,46,101,2018,7,27,Documentaries,,Color
The Blind Christ,Christopher Murray,19,Chile,2016,10,86,2017,8,1,Dramas,2000000, Black and White
The Bling Lagosians,Bolanle Austen-Peters,30,Nigeria,2019,7,99,2019,10,11,Dramas,2000000,Color
The Bling Ring,Sofia Coppola,13,United,2013,45,91,2020,1,18,Dramas,,Color
The Blue Elephant 2,Marwan Hamed,19,Egypt,2019,2,130,2020,9,20,Horror,2000000,Color
The Blue Umbrella,Vishal Bhardwaj,59,India,2005,40,90,2018,8,2,Children,,Color
The Body,Jeethu Joseph,20,India,2019,6,101,2020,2,21,International,2000000,Color
The Body Remembers When the World Broke Open,"Elle-Máijá Tailfeathers, Kathleen Hepburn",11,Canada,2019,31,106,2019,11,27,Dramas,2000000,Color
The Bomb,"Kevin Ford, Smriti Keshari, Eric Schlosser",55,United,2016,4,59,2017,8,1,Documentaries,2000000,Color
The Book of Eli,"Albert Hughes, Allen Hughes",34,United,2010,47,118,2019,7,1,Action,2000000,Color
The Book of Sun,Faris Godus,18,Saudi,2020,7,120,2020,10,1,Comedies,,Color
The Boss Baby: Get That Baby!,"Dan Forgione, Pete Jacobs, Matt Whitlock",31,United,2020,43,115,2020,9,1,Children,18000000,Color
The Boss's Daughter,Olivier Loustau,59,France,2015,43,98,2017,3,10,Dramas,2000000,Color
The Bounty Hunter,Andy Tennant,51,United,2010,5,111,2019,10,1,Action,1500000,Color
The Box,Richard Kelly,38,United,2009,6,116,2019,6,1,Sci-Fi,2000000,Color
The Boy,William Brent Bell,12,United,2016,18,97,2020,6,1,Horror,2000000,Color
The Boy in the Striped Pajamas,Mark Herman,19,United,2008,4,95,2019,1,1,Dramas,2000000,Color
The Boy Who Cried Werewolf,Eric Bross,21,United,2010,29,86,2019,11,2,Children,,Color
The Boy Who Harnessed the Wind,Chiwetel Ejiofor,50,United,2019,41,114,2019,3,1,Children,2000000, Black and White
The Boys in the Band,Joe Mantello,52,United,2020,46,122,2020,9,30,Dramas,,Color
The Boys in the Band: Something Personal,,50,United,2020,2,28,2020,9,30,Documentaries,2000000, Black and White
The Brave,William Kaufman,52,United,2019,41,103,2020,1,15,Action,,Color
The Brave One,Neil Jordan,49,United,2007,2,122,2019,11,1,Dramas,,Color
The Brawler,Ken Kushner,31,United,2019,50,95,2019,5,18,Dramas,3400000,Color
The Breadwinner,Nora Twomey,41,Ireland,2017,38,93,2018,2,20,Children,17000000,Color
The Break-Up,Peyton Reed,50,United,2006,1,107,2019,7,16,Comedies,6000000,Color
The Breaker Upperers,"Jackie van Beek, Madeleine Sami",43,New,2018,42,82,2019,2,15,Comedies,,Color
The Breakup Playlist,Dan Villegas,12,Philippines,2015,48,118,2019,2,27,Dramas,2000000,Color
The Bridge,Kunle Afolayan,11,Nigeria,2017,13,119,2019,9,1,Dramas,,Color
The Bridge Curse,Lester Hsi,43,Taiwan,2020,35,88,2020,8,27,Horror,,Color
The Bros,You-Jeong Chang,20,South,2017,16,102,2018,2,2,Comedies,3800000,Color
The Brothers Grimm,Terry Gilliam,35,United,2005,35,119,2019,7,1,Action,, Black and White
The Bucket List,Rob Reiner,19,United,2007,40,97,2019,10,1,Comedies,13500000,Color
The Bulbul's Nest,Husam El-Gohari,11,,2013,31,96,2019,5,9,Comedies,,Color
The Bund,,43,Hong,1983,15,103,2018,9,20,Action,,Color
The Burial of Kojo,"Sam ""Blitz"" Bazawule",17,Ghana,2018,45,81,2019,3,31,Dramas,,Color
The Butterfly's Dream,Yılmaz Erdoğan,34,Turkey,2013,29,118,2017,3,10,Dramas,,Color
The Bye Bye Man,Stacy Title,10,United,2017,9,96,2019,4,1,Horror,,Color
The Bygone,"Graham Phillips, Parker Phillips",45,United,2019,13,106,2020,3,23,Independent,1500000,Color
The C Word,Meghan O'Hara,24,United,2016,1,93,2017,3,24,Documentaries,2000000,Color
The Cakemaker,Ofir Raul Graizer,33,Israel,2017,40,109,2018,12,4,Dramas,14000,Color
The Call,Lee Chung-hyun,42,South,2020,39,112,2020,11,27,International,2000000,Color
The Captive,Atom Egoyan,37,Canada,2014,47,112,2018,7,20,Dramas,25000000,Color
The Car,Elliot Silverstein,22,United,1977,45,96,2020,6,1,Cult,,Color
The Car: Road to Revenge,G.J. Echternkamp,58,United,2019,7,89,2020,2,1,Action,,Color
The Carter Effect,Sean Menard,37,United,2017,1,60,2018,5,1,Documentaries,,Color
The Case for Christ,Jon Gunn,42,United,2017,45,113,2017,11,21,Dramas,,Color
The Cell,Tarek Al Eryan,29,Egypt,2017,13,126,2019,6,13,Action,2000000,Color
The CEO,Kunle Afolayan,58,Nigeria,2016,33,109,2019,9,1,Dramas,2000000,Color
The Charnel House,Craig Moss,44,United,2016,7,93,2017,2,4,Horror,100000,Color
The Chord,Magdy Al-Hawwary,20,Egypt,2010,8,101,2019,6,20,Dramas,,Color
The Chosen,Antonio Chavarrías,17,Spain,2016,7,111,2017,4,14,Dramas,2000000,Color
The Chosen Ones,David Pablos,20,Mexico,2015,49,107,2016,5,8,Dramas,2000000,Color
The Christmas Candle,John Stephenson,50,United,2013,7,100,2019,11,1,Dramas,2000000,Color
The Christmas Chronicles,Clay Kaytis,56,United,2018,35,104,2018,11,22,Children,,Color
The Christmas Chronicles: Part Two,Chris Columbus,46,Canada,2020,40,115,2020,11,25,Children,2000000,Color
The Christmas Project,Michael Buster,18,United,2016,3,92,2019,3,1,Children,,Color
The Cincinnati Kid,Norman Jewison,22,United,1965,11,103,2019,11,1,Classic,2300000, Black and White
The Clapper,Dito Montiel,35,United,2017,13,90,2018,5,1,Comedies,2000000,Color
The Claudia Kishi Club,Sue Ding,36,United,2020,35,17,2020,7,10,Documentaries,14000000,Color
The Climb,Ludovic Bernard,10,France,2017,36,105,2017,12,29,Action,2000000,Color
The Cloverfield Paradox,Julius Onah,24,United,2018,46,102,2018,2,5,Action,2000000,Color
The Coldest Game,Lukasz Kosmicki,24,Poland,2019,10,103,2020,2,8,Dramas,2000000, Black and White
The Command,Thomas Vinterberg,55,France,2018,38,118,2019,10,19,Dramas,,Color
The Company Men,John Wells,17,United,2010,16,105,2018,7,28,Dramas,,Color
The Competition,Harvey Lowry,41,United,2018,10,103,2019,7,23,Comedies,2000000,Color
The Con Is On,James Haslam,29,United,2018,15,95,2020,12,21,Comedies,2000000,Color
The Confirmation,Bob Nelson,10,Canada,2016,25,101,2019,2,6,Comedies,2000000,Color
The Congress,Ari Folman,33,Israel,2013,42,123,2019,8,23,Dramas,2000000,Color
The Conjuring,James Wan,22,United,2013,43,112,2018,1,8,Horror,1250000,Color
The Consul's Son,Amr Arafa,20,Egypt,2011,1,114,2019,4,25,Comedies,2000000,Color
The Craft,Andrew Fleming,51,United,1996,9,101,2020,1,1,Horror,2000000,Color
The Creative Brain,"Jennifer Beamish, Toby Trackman",38,United,2019,12,53,2021,1,1,Documentaries,1900000, Black and White
The Crew,Julien Leclercq,17,France,2015,45,81,2018,11,15,Action,1900000,Color
The Crimes That Bind,Sebastián Schindel,42,Argentina,2020,7,100,2020,8,20,Dramas,1950000,Color
The Croods,"Kirk De Micco, Chris Sanders",43,United,2013,13,99,2019,7,29,Children,3000000,Color
The Crow,Alex Proyas,12,United,1994,39,102,2019,1,1,Action,,Color
The Cruise,Marek Piwowski,59,Poland,1970,41,66,2019,10,1,Comedies,1500000,Color
The Crying Game,Neil Jordan,33,United,1992,37,112,2020,1,1,Classic,1400000,Color
The Crystal Calls Making the Dark Crystal: Age of Resistance,Randall Lobb,25,United,2019,41,83,2019,9,14,Documentaries,30000000,Color
The D Train,"Jarrad Paul, Andrew Mogel",40,United,2015,10,101,2017,4,2,Comedies,,Color
The Da Vinci Code,Ron Howard,43,United,2006,15,149,2020,12,1,Thrillers,1800000,Color
The Damned Rain,Satish Manwar,44,India,2009,13,99,2018,1,1,Dramas,1000000,Color
The Dancer,Ifa Isfansyah,23,Indonesia,2011,12,105,2018,12,8,Dramas,,Color
The Danish Girl,Tom Hooper,22,United,2015,40,120,2019,12,16,Dramas,1900000,Color
The Dark Crystal,"Frank Oz, Jim Henson",56,United,1982,38,93,2019,5,1,Children,1800000,Color
The Dark Side of Life: Mumbai City,Tariq Khan,52,India,2018,15,121,2019,12,31,Dramas,,Color
The Darkest Dawn,,19,United,2016,49,75,2018,6,23,Action,1800000, Black and White
The Darkness,Greg McLean,47,United,2016,35,92,2020,6,16,Horror,1800000, Black and White
The Daughter,Simon Stone,31,Australia,2015,4,95,2017,4,26,Dramas,1800000,Color
The Dawn Wall,"Peter Mortimer, Josh Lowell",30,Austria,2017,14,100,2019,3,4,Documentaries,1800000,Color
The Day of the Lord,Santiago Alvarado Ilarri,47,Mexico,2020,34,93,2020,10,30,Horror,1800000,Color
The Dealer,Ahmed Saleh,16,Egypt,2010,21,124,2020,4,25,Action,1800000,Color
The Death and Life of Marsha P. Johnson,David France,14,Greece,2017,10,106,2017,10,6,Documentaries,,Color
The Death of Mr. Lazarescu,Cristi Puiu,27,Romania,2005,35,154,2020,3,4,Dramas,150000000,Color
The Death of Stalin,Armando Iannucci,20,United,2017,32,107,2020,4,3,Comedies,1500000,Color
The Debt Collector,Jesse V. Johnson,45,United,2018,40,96,2018,9,3,Action,1800000, Black and White
The Debt Collector 2,Jesse V. Johnson,53,United,2020,17,97,2020,8,31,Action,1800000,Color
The Decline,Patrice Laliberté,29,Canada,2020,17,83,2020,3,27,Action,1800000,Color
The Delivery Boy,Adekunle Nodash Adejuyigbe,44,Nigeria,2018,19,67,2020,5,14,International,, Black and White
The Departed,Martin Scorsese,42,United,2006,22,151,2021,1,1,Dramas,1800000,Color
The Desert Bride,"Cecilia Atán, Valeria Pivato",58,Argentina,2017,15,78,2018,11,8,Dramas,,Color
The Detained,Blair Hayes,21,United,2017,38,85,2019,2,15,Horror,1800000,Color
The Devil All The Time,Antonio Campos,12,United,2020,16,139,2020,9,16,Dramas,1800000,Color
The Devil and Father Amorth,William Friedkin,57,Italy,2017,23,69,2018,7,23,Documentaries,3500000, Black and White
The Devil Inside,William Brent Bell,16,United,2012,11,84,2019,11,20,Horror,500000,Color
The Devil We Know,"Stephanie Soechtig, Jeremy Seifert",41,United,2018,35,88,2019,1,15,Documentaries,2000000,Color
The Devil's Mistress,Filip Renc,40,Czech,2016,20,110,2017,5,15,Dramas,1750000,Color
The Diabolical,Alistair Legrand,10,United,2015,17,86,2018,8,1,Horror,,Color
The Dirt,Jeff Tremaine,47,United,2019,17,108,2019,3,22,Comedies,1700000,Color
The Disaster Artist,James Franco,13,United,2017,46,104,2020,6,1,Comedies,1700000,Color
The Discovery,Charlie McDowell,48,United,2017,19,102,2017,3,31,Dramas,2000000,Color
The Distinguished Citizen,"Gastón Duprat, Mariano Cohn",34,Argentina,2016,47,113,2017,9,1,Comedies,1700000,Color
The Do-Over,Steven Brill,58,United,2016,48,109,2016,5,27,Action,1700000,Color
The Doll,Rocky Soraya,54,Indonesia,2016,36,106,2019,1,15,Horror,1000000,Color
The Doll 2,Rocky Soraya,21,Indonesia,2017,17,117,2019,1,15,Horror,1000000,Color
The Dreamer,Riri Riza,50,Indonesia,2009,14,121,2018,10,4,Dramas,1644736, Black and White
The Drowning,Bette Gordon,54,United,2016,49,99,2017,9,1,Thrillers,1650000, Black and White
The Drug King,Woo Min-ho,45,South,2018,24,139,2019,2,21,Dramas,1600000,Color
The Duel,Kieran Darcy-Smith,32,United,2016,27,110,2019,6,2,Dramas,,Color
The Dukes of Hazzard,Jay Chandrasekhar,31,United,2005,13,104,2020,1,1,Action,2000000,Color
The Dukes of Hazzard: The Beginning,Robert Berlinger,45,United,2007,17,95,2020,1,1,Action,,Color
The Edge of Democracy,Petra Costa,45,Brazil,2019,3,122,2019,6,19,Documentaries,1300000,Color
The Edge of Seventeen,Kelly Fremon Craig,59,United,2016,36,105,2019,2,1,Comedies,,Color
The Eichmann Show,Paul Andrew Williams,40,United,2015,17,96,2017,8,31,Dramas,1500000,Color
The Emigrant,Youssef Chahine,14,Egypt,1994,16,130,2020,6,19,Dramas,1600000,Color
The End,Mohammed Alhmly,50,Kuwait,2019,37,97,2020,5,17,Action,70000000,Color
The End of Evangelion,"Hideaki Anno, Kazuya Tsurumaki",15,Japan,1997,44,87,2019,6,21,Action,1600000,Color
The End of the Tour,James Ponsoldt,54,United,2015,19,106,2018,7,26,Dramas,1650000,Color
The Endless,"Justin Benson, Aaron Moorhead",35,United,2017,36,112,2018,9,19,Independent,,Color
The Endless Trench,"Aitor Arregi, Jon Garaño, Jose Mari Goenaga",59,Spain,2019,48,148,2020,11,6,Dramas,26000000,Color
The Evil Dead,Sam Raimi,20,United,1981,37,85,2020,1,10,Classic,2000000,Color
The Exception,David Leveaux,43,United,2016,12,107,2019,7,26,Dramas,1100000,Color
The Eyes of My Mother,Nicolas Pesce,12,United,2016,40,76,2017,4,6,Horror,1500000, Black and White
The F**k-It List,Michael Duggan,32,United,2019,23,103,2020,7,1,Comedies,1500000,Color
The Family,Luc Besson,54,France,2013,8,112,2020,6,1,Action,1500000,Color
The Fear of 13,David Sington,35,United,2015,27,95,2016,6,1,Documentaries,1000000,Color
The Feels,Jenée LaMarque,38,United,2018,43,88,2018,7,1,Comedies,,Color
The Fighter,David O. Russell,14,United,2010,20,116,2019,1,13,Dramas,17000000,Color
The Figurine (Araromire),Kunle Afolayan,33,Nigeria,2009,6,121,2019,10,1,Horror,1696377,Color
The Final Destination,David R. Ellis,52,United,2009,11,82,2020,1,1,Horror,2000000,Color
The First Lady,Omoni Oboli,20,,2015,39,107,2019,12,20,Dramas,1500000,Color
The First Line,"Coerte Voorhees, John Voorhees",48,United,2014,2,87,2016,9,20,Dramas,1500000,Color
The First Temptation of Christ,Rodrigo Van Der Put,10,Brazil,2019,26,46,2019,12,3,Comedies,1500000,Color
The First Wives Club,Hugh WIlson,53,United,1996,39,103,2019,11,20,Comedies,1500000,Color
The Five Venoms,Cheh Chang,32,Hong,1978,10,97,2018,7,31,Action,,Color
The Flintstones,Brian Levant,10,United,1994,48,91,2019,10,1,Children,1500000,Color
The Flintstones in Viva Rock Vegas,Brian Levant,59,United,2000,42,91,2019,10,1,Children,1500000,Color
The Florida Project,Sean Baker,35,United,2017,48,111,2020,4,6,Dramas,1500000,Color
The Flying Guillotine,Meng Hua Ho,59,Hong,1975,3,101,2018,7,28,Action,1500000, Black and White
The Forbidden Kingdom,Rob Minkoff,32,United,2008,16,104,2019,7,1,Action,,Color
The Force,Peter Nicks,40,United,2017,5,92,2018,1,29,Documentaries,1500000,Color
The Foreigner,Martin Campbell,59,United,2017,48,113,2020,2,14,Action,1500000,Color
The Forest,Jason Zada,46,United,2016,16,93,2020,2,16,Horror,1500000,Color
The Forest of Love,Sion Sono,50,Japan,2019,13,151,2019,10,11,Dramas,,Color
The Forgotten,Oliver Frampton,57,United,2014,2,89,2017,9,11,Horror,1500000,Color
The Forty-Year-Old Version,Radha Blank,25,United,2020,17,124,2020,10,9,Comedies,1500000, Black and White
The Founder,John Lee Hancock,36,United,2016,42,115,2020,8,21,Dramas,1500000,Color
The Free Man,Toa Fraser,12,New,2016,47,84,2017,10,1,Documentaries,1500000,Color
The Frozen Ground,Scott Walker,58,United,2013,3,106,2020,8,27,Dramas,1500000,Color
The Fundamentals of Caring,Rob Burnett,37,United,2016,39,97,2016,6,24,Comedies,1500000,Color
The Fury of a Patient Man,Raúl Arévalo,18,Spain,2016,7,92,2017,2,15,International,1500000,Color
The Game Changers,Louie Psihoyos,26,United,2018,27,86,2019,10,16,Documentaries,1700000,Color
The Garden of Words,Makoto Shinkai,52,Japan,2013,6,46,2019,11,15,Anime,1500000,Color
The Gathering,Nia Dinata,31,Indonesia,2003,45,124,2018,12,8,Comedies,2000000,Color
The Gentleman Driver,Mario Mattei,32,United,2018,45,83,2019,1,31,Documentaries,1500000,Color
The Ghost and the Tout,Charles Uwagbai,29,Nigeria,2018,10,100,2020,2,14,Comedies,2500000,Color
The Ghost Who Walks,Cody Stokes,41,United,2019,43,107,2020,4,7,Dramas,350000,Color
The Giant,"Aitor Arregi, Jon Garaño",52,Spain,2017,49,115,2018,11,15,Dramas,1500000,Color
The Girl Allergic to Wi-Fi,Jun Lana,20,Philippines,2018,18,104,2019,8,21,International,1500000,Color
The Girl from the Song,Ibai Abad,48,Spain,2016,3,101,2017,11,24,Dramas,1500000,Color
The Girl with the Dragon Tattoo,David Fincher,36,United,2011,49,158,2021,1,5,Dramas,5000000,Color
The Golem,"Doron Paz, Yoav Paz",29,Israel,2018,4,95,2019,6,26,Horror,1500000,Color
The Good Catholic,Paul Shoulberg,12,United,2017,19,97,2018,1,24,Comedies,2000000,Color
The Good Neighbor,Kasra Farahani,52,United,2016,3,97,2016,12,5,Dramas,1500000,Color
"The Goods: Live Hard, Sell Hard",Neal Brennan,13,United,2009,43,89,2019,11,20,Comedies,60000000,Color
The Gospel of John,David Batty,28,United,2014,10,161,2018,10,20,Dramas,1500000,Color
The Gospel of Luke,David Batty,45,United,2015,21,205,2018,10,19,Dramas,2000000,Color
The Gospel of Mark,David Batty,17,,2015,27,123,2018,10,19,Dramas,2000000,Color
The Gospel of Matthew,David Batty,53,,2014,35,190,2018,10,19,Dramas,1400000,Color
The Grandmaster,Wong Kar Wai,29,Hong,2013,8,108,2019,9,26,Action,1455000,Color
The Great Battle,,58,South,2018,38,136,2019,4,8,Action,1400000,Color
The Great Gambler,Shakti Samanta,17,India,1979,3,161,2019,12,31,Action,2000000,Color
The Great Hack,"Karim Amer, Jehane Noujaim",59,United,2019,4,114,2019,7,24,Documentaries,3150000,Color
The Great Magician,Yee Tung-Shing,25,Hong,2011,10,128,2019,5,11,Action,,Color
The Great Raid,John Dahl,34,United,2005,8,133,2019,11,1,Action,1400000,Color
The Green Hornet,Michel Gondry,26,United,2011,16,119,2020,4,18,Action,1377800,Color
The Green Inferno,Eli Roth,39,United,2013,10,101,2019,11,16,Horror,960000,Color
The Guardian Brothers,Gary Wang,51,China,2016,38,86,2017,9,1,Children,1250000,Color
The Guernsey Literary and Potato Peel Pie Society,Mike Newell,47,United,2018,40,124,2018,8,10,Dramas,,Color
The Half Of It,Alice Wu,55,United,2020,47,105,2020,5,1,Comedies,1300000,Color
The Happytime Murders,Brian Henson,13,United,2018,40,91,2020,12,1,Action,1300000,Color
The Hard Way,Keoni Waxman,55,United,2019,2,94,2019,3,5,Action,1592000,Color
The Hateful Eight,Quentin Tarantino,10,United,2015,1,168,2017,10,25,Action,1300000,Color
The Hater,Jan Komasa,59,Poland,2020,47,136,2020,7,29,Dramas,1500000,Color
The Hatred,Michael G. Kehoe,25,United,2017,49,94,2017,12,11,Horror,60000000,Color
The Haunting of Molly Hartley,Mickey Liddell,12,United,2008,36,85,2018,10,4,Horror,5000000,Color
The Healer,Paco Arango,28,Spain,2017,5,108,2020,6,1,Children,1400000,Color
The Heartbreak Club,"Charles Gozali, Bagus Bramanti",43,Indonesia,2020,9,101,2021,1,14,Comedies,1750000,Color
The Heartbreak Kid,"Bobby Farrelly, Peter Farrelly",13,United,2007,3,116,2020,5,1,Comedies,1000000, Black and White
The Heat: A Kitchen (R)evolution,Maya Gallus,32,Canada,2018,37,71,2019,5,7,Documentaries,1500000,Color
The Help,Tate Taylor,34,United,2011,31,147,2020,6,1,Dramas,1300000,Color
The Heretics,Chad Archibald,43,Canada,2017,47,88,2019,9,4,Horror,1300000,Color
The Heroes of Evil,Zoe Berriatúa,27,Spain,2015,44,99,2016,6,1,Dramas,1288000, Black and White
The Heyday of the Insensitive Bastards,"Mark Columbus, Lauren Hoekstra, Sarah Kruchowski, Ryan Moody, Simon Savelyev, Vanita Shastry, Shadae Lamar Smith, Jeremy David White",54,United,2017,2,96,2018,2,26,Dramas,1250000,Color
The Highwaymen,John Lee Hancock,48,United,2019,42,132,2019,3,29,Dramas,1250000, Black and White
The History of Future Folk,"John Mitchell, Jeremy Kipp Walker",58,United,2012,16,85,2020,12,23,Action,1250000,Color
The Holiday Calendar,Bradley Walsh,20,United,2018,12,95,2018,11,2,Dramas,427000,Color
The Hollow Point,Gonzalo López-Gallego,19,United,2016,3,97,2017,3,16,Action,15000000,Color
The Holy Man,Note Chern-Yim,22,Thailand,2005,19,92,2018,7,25,Comedies,1250000,Color
The House Next Door,Milind Rau,48,India,2017,1,135,2018,1,9,Horror,1250000, Black and White
The House of Flowers Presents: The Funeral,Manolo Caro,38,,2019,36,36,2019,11,1,Movies,,Color
The House on Coco Road,Damani Baker,51,United,2016,46,79,2017,6,30,Documentaries,1420000,Color
The Hows of Us,Cathy Garcia-Molina,11,Philippines,2018,2,120,2020,10,22,Dramas,1200000,Color
The Human Factor: The Untold Story of the Bombay Film Orchestras,Rudradeep Bhattacharjee,50,India,2013,36,53,2017,4,1,Documentaries,1200000,Color
The Humanity Bureau,Rob W. King,12,Canada,2017,6,94,2018,12,18,Action,1200000,Color
The Hummingbird Project,Kim Nguyen,51,Canada,2018,47,111,2020,10,22,Dramas,1300000,Color
The Hundred-Foot Journey,Lasse Hallström,49,United,2014,48,123,2019,1,31,Comedies,1300000,Color
The Hurricane Heist,Rob Cohen,47,United,2018,39,103,2018,9,26,Action,80000000,Color
The Hurt Business,Vlad Yudin,21,United,2016,18,111,2017,2,1,Documentaries,7000000,Color
The Imaginarium of Doctor Parnassus,Terry Gilliam,52,United,2009,16,123,2019,3,8,Action,1200000,Color
The Impossible,J.A. Bayona,44,Spain,2012,21,114,2020,11,1,Dramas,1200000,Color
The Incident,Isaac Ezban,14,Mexico,2014,12,100,2017,6,19,International,27000000,Color
The Incredible Jessica James,Jim Strouse,43,United,2017,47,84,2017,7,28,Comedies,1200000,Color
The Incredible Story of the Giant Pear,"Philip Einstein Lipski, Jørgen Lerdam, Amalie Næsby Fick",12,Denmark,2018,40,75,2019,3,1,Children,1200000,Color
